PuzzleId,GameId,FEN,Moves,Rating
myHSE,,r1r3k1/pR3ppp/8/2pPp3/b2qP3/3P1Q1P/4BPP1/3R2K1 b - - 2 22,a4d1 f3f7 g8h8 f7g7,945
my3tX,,4R3/kbb2Q2/p7/1p6/8/7P/Pn3PP1/2r3K1 w - - 2 42,e8e1 c1e1,547
my3XF,,8/8/6B1/7P/5kPK/8/8/3r4 w - - 5 69,h5h6 d1h1,415
my3RZ,,rnb2rk1/5Bpp/6q1/1p2b1N1/8/8/1PQ1N1PP/2B2RK1 b - - 0 19,f8f7 c2c8 f7f8 c8f8,1419
my3aw,,8/1p2Q3/p4pr1/8/6pk/2P2R1P/PP3PK1/3q4 w - - 0 37,f3f6 g4h3 g2h2 d1g1,1446
my3rZ,,8/8/7k/R5pp/P7/1P4PK/4r2P/8 w - - 0 38,a5b5 g5g4 h3h4 e2h2,934
my3kN,,rnq1k2r/ppp1ppb1/4bnNp/8/2BP4/2N5/PPP1QPPP/R1B2RK1 b kq - 0 10,e6c4 e2e7,1109
myHLY,,3r3k/pp3Qp1/3q3p/8/7P/8/PPP5/2K2R2 w - - 1 27,f7b7 d6d2 c1b1 d2d1 f1d1 d8d1,1237
myG8o,,6k1/3bQ3/p3p1Np/1p1pP3/3P4/P6P/1n3PPK/2q5 b - - 2 34,c1g5 e7f8 g8h7 f8f7,1659
myGSo,,2k5/pp3p2/8/2p5/2p5/2P2Pqb/P2NQ1Pr/R4RK1 w - - 2 24,d2e4 h2g2 e2g2 g3g2,1288
myG2O,,8/p3k3/4p2p/8/2P1q3/1P4PP/P2R1Q2/4r1K1 w - - 5 46,g1h2 e1h1,612
myFzg,,r4R2/pb2NR1p/1p1Bp1k1/6p1/8/8/PP2q1PP/7K b - - 5 27,g6h5 f7h7 h5g4 h2h3,1350
myG1K,,4r1k1/pQ3ppp/5b2/2p1q3/2B4P/3P2P1/P1P5/5R1K b - - 0 25,e5g3 b7f7 g8h8 f7e8,1157
myGXv,,2r3k1/1p2Q2p/4b1p1/p4p1n/3Bp3/1P2P2P/P4PPK/3r4 b - - 3 31,c8c6 e7e8,1542
myHJZ,,r1b1k2r/ppp1nppp/5q2/4B3/2B1P3/1Q6/P4PPP/3R1RK1 b kq - 0 13,f6e5 c4f7 e8f8 d1d8,1142
myHJh,,r1bqrk1Q/pp1n2p1/1bn1p3/3pP1N1/8/1N6/PPP2PPP/R1B1K2R b KQ - 6 16,f8e7 h8g7,796
myH0h,,1r2N2k/5Q1p/p5p1/4b3/1q1p4/3P3P/5PP1/R5K1 w - - 3 35,e8f6 b4b1 a1b1 b8b1,1323
myGlA,,r1b3k1/5Npp/2nQ4/p3p3/2q5/2P2B2/6PP/5R1K w - - 2 24,f7e5 c4f1,725
myGss,,5k1r/p1N1ppbp/p5p1/4n1B1/8/8/PPP1NPbP/3RK2R w K - 0 14,h1g1 e5f3,887
my33R,,1r4rk/p1nq1p2/1p1p1P1b/4P3/3P1R1B/5Q2/PP4PP/3R2K1 b - - 6 28,h6f4 f3h5 f4h6 h5h6,804
mxzcb,,8/3R1p1k/1Q4pp/1P6/3Pp3/5nB1/5PK1/6q1 w - - 3 37,g2h3 g1h1 h3g4 f3e5 g3e5 h1f3 g4h4 g6g5,2719
mxzc8,,7k/p5bp/4N1p1/8/3p1P2/1P2pq1P/P1Q5/6K1 b - - 3 34,e3e2 c2c8 g7f8 c8f8,555
my0Zl,,2r3k1/pb4pp/1p2p2r/5p2/2PP4/1Q2PPqP/P3B1P1/3R2RK w - - 7 25,e2f1 b7f3 g2f3 h6h3 f1h3 g3h3,2287
my1QS,,5r1k/p5p1/bp4Qp/2qpR3/4n3/2P2P2/PPP3PP/6RK w - - 8 26,f3e4 c5g1 h1g1 f8f1,1172
my0fh,,r4rk1/pp2pnR1/4Q1p1/8/5q2/2NB4/PPP5/R3K3 b Q - 0 21,g8g7 e6g6 g7h8 g6h7,908
mxzUk,,1rb2nr1/ppN2k2/2n1p1p1/3pPpR1/5B1Q/8/q1P2PPP/5RK1 b - - 1 22,a2a5 g5f5 e6f5 h4f6,1763
mxz8N,,r3r1k1/p2Q1pp1/1p6/2b4p/2B5/5q2/PPP2P1P/3R1RK1 w - - 0 17,d1d3 c5f2 f1f2 e8e1 f2f1 e1f1,1608
mxz0v,,4n2r/2p2kp1/1pQ4p/8/5P1q/7P/PP1r2P1/4RRK1 b - - 2 26,h4g3 c6e6 f7f8 e6e8,1771
mxzAE,,2b2k2/1pq2rpQ/pP1rp2p/2p4P/3p1P1P/2PP4/1P1B4/R4RK1 b - - 0 31,c7e7 h7h8,625
mxzT1,,k7/p1pQ4/7p/1Pp3p1/2Pn4/P2P3P/5qPK/R3r3 w - - 0 27,a1e1 d4f3 h2h1 f2e1,1435
mxzCb,,8/8/5Q2/p3p1p1/P5k1/8/5PK1/3q4 b - - 3 56,d1d4 f6f3 g4h4 f3h3,1606
my1Rt,,2r3k1/4Qp1p/6p1/1p1pPb2/qP1B4/4P3/5PPP/3R2K1 w - - 3 27,d1a1 a4a1 d4a1 c8c1,1029
my2jD,,4RQ2/pp1k2p1/3b2p1/8/6P1/5P2/PPq3K1/R7 w - - 1 30,g2h1 c2h2,768
my2gC,,6k1/3r1p1p/1R1P2p1/3Rp3/2r5/8/6PP/7K w - - 0 35,d5e5 c4c1 e5e1 c1e1,531
my2uB,,1r1r2k1/1b3ppp/2q1pn2/8/2pb4/P1N2NP1/1P2BP1P/R1QR2K1 w - - 0 24,f3d4 c6g2,714
my2uo,,r1b1kR1r/pp4pp/2p1p3/3pq3/8/4P1P1/P4QBP/5RK1 b kq - 1 21,h8f8 f2f8 e8d7 f1f7,1282
my2uE,,r4r1k/p5pp/2pb1q2/1p6/8/PQ5P/1PP2PP1/R1BR2K1 w - - 2 20,b3c3 f6f2 g1h1 f2f1 d1f1 f8f1,1022
my2Fk,,4q1rk/3N2pp/p7/1p1Q2n1/8/P6P/1P4PK/5R2 b - - 0 31,e8e2 d5g8 h8g8 f1f8,1336
my1jA,,4r1k1/1pq2p1p/2p3p1/3n2P1/r6P/5N2/1Q3P2/1R2R1K1 b - - 4 33,a4f4 e1e8,757
my1b9,,2kr4/2p4p/p3Rpb1/1pb1n3/8/2P2NB1/PPB3PP/2K5 w - - 5 24,f3e5 c5e3 c1b1 d8d1,1287
my21H,,r2q1rk1/p3bppp/2n1b3/3pP3/1ppP1B2/5N2/PPQ2PPP/1BR2RK1 b - - 1 15,h7h6 c2h7,477
my2AA,,7R/1p1k4/p2p3p/1r1K2p1/3P1q2/2PQ4/4R2P/8 w - - 4 39,d5c4 d6d5,1832
my2A7,,1r1q1k1r/3n3p/3N1p2/pB1Q4/8/2b3B1/5PPP/5K1R b - - 0 24,c3e5 d5f7,913
urKDh,,rn4k1/pbp2qpp/1p6/8/1bQP4/2N1p1N1/PPB3PP/R5K1 w - - 2 17,c4b4 f7f2 g1h1 f2g2,1351
urKGv,,r1b1k2B/pp1p1p1p/4pn2/8/QbP5/2q3P1/P1pNPP1P/2R1KB1R w Kq - 2 17,c1c2 c3a1 c2c1 a1c1 a4d1 b4d2,1193
urKHJ,,7k/p5qp/1p1P2p1/2n5/8/P5P1/7P/5Q1K b - - 0 44,g7d7 f1f8,910
urJzW,,Q7/5rk1/4p2p/6p1/8/8/P4qPP/R5K1 w - - 0 26,g1h1 f2f1 a1f1 f7f1,744
urJZK,,2r3k1/1q1P1p1p/6p1/8/3Q1K2/1pp2P2/4RP2/8 b - - 0 38,c8d8 e2e8 d8e8 d7e8q,877
urJbX,,3R2k1/1b3ppp/p1q2b2/1p2r3/4P3/1B3Q2/PPP2PPP/6K1 b - - 1 21,f6d8 f3f7 g8h8 f7f8,825
urJue,,r1b2k1r/1p3Bp1/1b1p4/p1pNq1N1/P2nP1p1/4B3/1P3PP1/R2QR1K1 w - - 2 18,d5b6 e5h2 g1f1 h2h1,1331
urKKF,,7r/pp4k1/2pp2p1/2b1p3/4Pn2/1P1P1Nr1/1PP2PP1/R3RK2 w - - 0 25,f2g3 h8h1 f3g1 h1g1,940
urL81,,5r1k/p3R1pp/2n1B3/2P2Q2/3P1B2/2P5/P4PPK/4q3 b - - 2 27,f8f5 e7e8 f5f8 e8f8,657
urLEc,,2b1r1k1/p1p2ppp/2p5/8/2PP4/1Pq1BQ2/P4PPP/R5K1 w - - 3 20,a1c1 c3c1 e3c1 e8e1,865
urWHE,,3rk1nr/ppp3pp/2n5/4P1q1/2P3b1/2B1P3/PP1Q2PP/RN2KB1R w KQk - 3 13,d2f2 d8d1,884
urKlU,,7r/pp6/1kp5/8/2R1p3/3q3P/PP3Q2/K7 b - - 3 41,b6b5 f2c5 b5a6 c4a4,1189
urKia,,3r3k/P5pp/2Q2p2/4bP2/1P6/5R1K/3r3P/8 w - - 3 35,a7a8q d2h2 h3g4 h7h5,1366
urKkE,,7k/1p3r1p/5qn1/p1p1p2P/3pP1Q1/P1PP2R1/1P4P1/6K1 b - - 0 33,g6f4 g4g8,609
urKlD,,1r2n1r1/pp2Q2p/3p2pk/2pP4/2P2PB1/8/5K2/8 b - - 2 34,e8g7 e7g5,1725
urHlh,,6k1/5ppp/p2R4/1p1nr3/P7/3bPBP1/5PKP/1R6 b - - 0 31,d3b1 d6d8 e5e8 d8e8,937
urHrp,,3r2k1/p4p2/2p1pPp1/q3P2Q/1p1r1P1P/8/PP1R4/1K4R1 b - - 0 29,d4d2 g1g6 f7g6 h5g6 g8f8 g6g7 f8e8 g7e7,1324
urI4T,,2r3k1/2p2ppp/Q2n4/1p1P4/1q6/nB3N1P/5PP1/4R1K1 b - - 0 29,b4b3 a6c8 d6c8 e1e8,1134
urHUP,,3r1kn1/1p4p1/pN1b4/2p5/2B1P3/8/PPP2PP1/2K4R w - - 4 23,h1h8 d6f4 c1b1 d8d1,802
urGgI,,5rk1/pp3qp1/2bp3p/2nN1Q2/8/7P/PPBB2P1/5RK1 b - - 0 27,c6d5 f5h7,1032
urH8w,,rb6/5kpp/p4n2/Pp3PNP/7K/4n3/8/3R4 b - - 1 45,f7g8 d1d8 f6e8 d8e8,400
urHMD,,6k1/2p3p1/p2pN1qp/1p1P4/2n4P/8/PP6/K4Q2 b - - 1 30,g6c2 f1f8 g8h7 f8g7,892
urI91,,4kn1r/1b1P3r/p1q5/P4p2/1pP5/1P4P1/2B1Q1P1/5RK1 b - - 0 37,e8d8 e2e8 d8c7 d7d8q,1360
urJC9,,5N2/pR4pp/k1p2r2/8/4PnP1/P7/2P3P1/3R2K1 w - - 0 35,b7b8 f4e2 g1h2 f6h6,952
urJE2,,3r3r/1p3kp1/4p3/p7/Qb1B1np1/1N1P4/Pq3PPP/3R1RK1 w - - 2 20,d4b2 f4e2 g1h1 h8h2 h1h2 d8h8,1048
urJRM,,7k/1R6/7p/7K/8/1p4P1/8/1r6 b - - 0 32,b3b2 h5g6 b1f1 b7b8 f1f8 b8f8,1979
urJ4a,,k7/2R4p/q1b3p1/5p2/8/1PQ4P/P4PPK/7r w - - 2 39,h2h1 a6f1 h1h2 f1g2,894
urIAD,,6r1/pp2kpq1/2p5/8/5B1P/2P5/PP4P1/R3R1K1 b - - 2 31,e7f8 f4d6,755
urIYG,,8/5p1p/4b1p1/p7/k3P3/2PN2P1/PK3b2/5B2 b - - 5 42,f2g3 d3c5,663
urIuT,,7R/kp3qP1/p7/2bpp3/6P1/2P5/PP6/K7 w - - 2 46,g7g8q f7f1,573
urpbF,,N5k1/5ppp/4p3/p3P3/3Pn3/2r1P2R/1p4PP/1R4K1 w - - 0 26,b1b2 c3c1,503
urpLp,,4r1k1/pb1p1ppp/1p6/3P1Q2/2PN3q/5B1n/PP4PP/R5K1 w - - 2 20,f5h3 e8e1 a1e1 h4e1,1436
urpcT,,r2qkr2/1b2np1p/p4Q2/1pbpN3/4P3/P2P4/BPP2PPP/R3K2R b KQq - 0 14,d5e4 a2f7 f8f7 f6f7,1382
urq5A,,6rk/pp3p1p/2p1pPbQ/q5N1/3P4/R7/5PPP/5RK1 b - - 0 27,a5a3 h6h7 g6h7 g5f7,1904
urpdM,,5rk1/pp3p2/1q6/3p2p1/3N1pb1/2PR2P1/PP1QrP1K/7R w - - 3 28,d4e2 b6f2,790
urpGR,,R1R5/5bpk/5bp1/5p2/5P1P/4r1PK/8/8 b - - 1 41,g6g5 c8h8 h7g6 h4h5,1403
uroky,,3r1rk1/1p2bppp/p1b1p3/q2n4/4N3/P3B2P/1PQ2PP1/1BRR2K1 b - - 2 24,d5e3 e4f6 g7f6 c2h7,1603
urocO,,8/p5p1/7p/8/1kBpN3/1P5P/1r5r/R5K1 b - - 9 48,a7a5 a1a4,982
uronE,,r1bk1b2/pppp1Q2/4r3/5p2/8/2N2n2/PPPPBP1P/R1BK1q2 w - - 0 16,e2f1 e6e1,498
urp18,,r3k2r/pppb1N2/1bnp1q1p/6p1/4P3/1BPP2n1/PP1N1PPP/R2QK2R w KQkq - 1 13,h2g3 f6f2,990
uroxY,,1k5q/1pp5/p2b4/3P4/2P5/1P6/P5PP/4RR1K w - - 0 29,f1f3 h8h2,555
urqOe,,5r1k/6p1/p5Bp/6b1/2R5/P1P2p2/1P3P2/5K2 b - - 0 34,f8f6 c4c8 f6f8 c8f8,666
urqMG,,r4rk1/pp3pp1/2pb1n1p/3p1Q1N/3q4/3B1P1P/P1P3P1/R4R1K b - - 3 17,d4e5 h5f6 g7f6 f5h7,1222
urqip,,4r1k1/1p5p/2q5/2P2p2/3PrNpn/3Q2P1/5PK1/2R4R w - - 0 34,g2f1 e4e1 c1e1 c6h1,1687
urqtP,,r1b2rk1/pp4p1/2n1p3/6BQ/8/6R1/P5PP/3R1q1K w - - 2 23,d1f1 f8f1,513
urqmc,,rn1q1k1r/pQ3pb1/7p/3pN1p1/3Pb3/4P1B1/PP3PPP/R3K2R b KQ - 2 16,e4g2 b7f7,1075
urqIY,,r2qkbnr/pp2pppp/2n5/1N2N3/2Bp2b1/8/PPPP1PPP/R1BQK2R b KQkq - 5 7,g4d1 c4f7,1421
urq6R,,r1bR3k/ppq4r/2p1p1Q1/4b1p1/6P1/8/PPP5/2K4R b - - 1 24,c7d8 h1h7,886
urq5u,,rn2r1k1/pp3ppp/8/8/3PP3/4B3/PP3P2/2RR2K1 b - - 0 20,e8e4 c1c8 e4e8 c8e8,508
urq7P,,2r3k1/pb2rppp/1p3q2/3B4/6Q1/P3p2P/1PP3P1/R3R1K1 b - - 1 28,b7d5 g4c8 e7e8 c8e8,686
urq9b,,8/4k1p1/1R5p/4P3/2N3n1/1P6/r5PP/6K1 w - - 3 36,h2h3 a2a1,666
urq97,,2k5/p1p5/1p1p3p/2b5/2PNR1p1/2P3B1/5PPP/r5K1 w - - 1 25,e4e1 a1e1,844
uroFU,,4r1k1/1p3ppp/p7/3B3n/3Q4/2P2P1P/PP4Pq/3R1K2 w - - 1 24,d4g1 h5g3 f1f2 e8e2,1303
urleY,,3r1rk1/1pp3pp/p1p1R3/8/4nP1Q/N1Pq4/PP4PP/R1B3K1 w - - 1 19,f4f5 d3d1 h4e1 d1e1,760
urlQx,,rn4k1/pp1qp2p/2pp2pB/8/4P3/2PP3P/P1P5/R3KQ2 b Q - 0 18,e7e5 f1f8,425
urlee,,1r6/kppr1p2/p2pqp1p/R5pP/1Q2P3/1R3P2/PPP2P2/2K5 b - - 13 23,e6h3 a5a6 b7a6 b4b8,1434
urlrd,,4rr2/B2pk1p1/p2b1qBp/1p2p2Q/8/4R3/PP3PPP/R5K1 w - - 1 26,g6e8 f6f2 g1h1 f2f1 a1f1 f8f1,1352
urlpl,,4q2k/1p2r1p1/p2pr2p/P1B5/2PQ4/1P5P/5PP1/3R1K2 w - - 3 37,c5d6 e6e1 d1e1 e7e1,435
urlNo,,6k1/4N2p/6p1/pp1p2P1/3P1Q1n/2P4q/PP3K2/8 b - - 1 38,g8g7 f4f6,1288
urknS,,r1b2rk1/ppp2Npp/2n2q2/8/2B5/8/P4PPP/1R1QR1K1 b - - 0 16,f8f7 e1e8,1211
urknJ,,r4r2/p3q1k1/1pp1pN2/2b1PpQ1/2P5/P7/1Pn2PPP/5RK1 b - - 8 27,g7f7 g5h5 f7g7 h5h7,1084
urkyu,,1q2k1n1/4p3/4P1br/2p1Q2p/2Bn4/2N4P/1P3PP1/R5K1 b - - 8 29,b8e5 a1a8 e5b8 a8b8,1078
urlMf,,6k1/6p1/7p/3p2q1/3b4/P2Q4/r2B2rP/1R3R1K b - - 3 37,a2d2 b1b8 g5d8 b8d8,1083
urkz2,,8/2Q2ppk/1p5p/8/7P/P5B1/1P3PPK/4qn2 w - - 1 31,h2h3 e1e6,959
urnhw,,rn1qk2r/pbpp1ppp/1p2p3/4P3/1nPP4/5PP1/PP1N3P/R2QKBNR w KQkq - 1 9,g1e2 b4d3,1023
urncy,,b4r1k/6pp/4Q3/8/8/6BP/Pq3PP1/4R1K1 w - - 1 28,g3d6 b2f2 g1h2 f2g2,1173
urnqG,,r1b2rk1/ppp2ppp/2n3q1/8/8/2N1R2P/PPP2PP1/R1BQ2K1 b - - 3 15,f8d8 d1d8 c6d8 e3e8,1060
uroEy,,7r/8/2p2p2/8/R1R3p1/3k2P1/P5K1/7r w - - 0 46,c4g4 h8h2 g2f3 h1f1,1164
urnzA,,2r3k1/1r2Nppp/p3b3/1p6/4n3/4B2P/PP3PP1/2RR2K1 b - - 5 23,b7e7 c1c8 e6c8 d1d8 e7e8 d8e8,865
urnPr,,1r3rk1/p5pp/2R5/2NpQ3/3Pb3/4P3/3q1PPP/5RK1 w - - 2 25,c6c7 d2f2 f1f2 b8b1 f2f1 b1f1,1710
urmWq,,8/p5k1/6p1/Prr2PKp/2p1P2P/2R5/8/2R5 w - - 1 36,c3c4 c5f5 e4f5 b5f5,1597
urmKo,,3r2k1/3PQppp/1q2p2b/1p2r3/8/2R3NP/5PP1/3R2K1 b - - 1 30,h6g5 e7e8 d8e8 d7e8q,1266
urmXD,,r7/4p3/pp2b1p1/1BkRn2p/P1p1P3/2P4P/1P4P1/3R2K1 b - - 1 32,e6d5 d1d5,482
urn0v,,2kr2nr/ppp3bp/2nqb1p1/1QNp4/8/1B6/PPPP1PP1/R1B1K1NR b KQ - 9 12,b7b6 b5a6 c8b8 a6b7,1084
urms8,,3k1r2/pp6/n3R2p/3p3Q/8/2PP1K1p/PP5q/4R3 w - - 2 26,f3e3 h2f2,1516
urqz7,,5R2/p4Rk1/3p2r1/3P2q1/8/3Q4/Pr6/3K4 b - - 5 43,g7h6 f8h8,880
urtvp,,2k5/5p2/p3q1p1/1p6/1n1p4/N5Q1/PPP2PP1/2K2B2 w - - 0 24,f1d3 e6e1,1020
urtuP,,6k1/3r1ppp/8/p7/2K5/3p3P/5PP1/1R6 b - - 4 32,d3d2 b1b8 d7d8 b8d8,752
urtxT,,4rrk1/1Q4bp/6p1/3p2P1/8/2n1B3/PP2Bq2/R3K2R w KQ - 0 25,e3f2 e8e2 e1f1 e2f2 f1e1 f2e2,2528
uruEE,,3QR3/1p3p1k/pN2b1p1/7p/8/1P4P1/5PKP/q1r5 b - - 13 37,h5h4 d8h4 h7g7 h4h8,1572
urtyc,,r2r4/1p3kbp/p1n1Qn2/2q2p2/8/1BP4P/PP3PP1/R1B2RK1 b - - 0 18,f7g6 e6f7,968
urtly,,1r4k1/5ppp/4pb2/8/8/p3PB1P/P4PP1/2R3K1 b - - 0 23,b8b2 c1c8 f6d8 c8d8,613
urt5R,,5rk1/pp2Qp1p/4b1p1/7P/6P1/3B4/PPPq4/1K2R3 w - - 1 31,h5g6 d2e1,864
urt4s,,5rk1/1p4pp/p2qp3/3p4/8/2NQP1nP/PP1B2Pb/1R5K w - - 4 20,h1h2 g3f1 h2g1 d6h2,1251
urt5U,,3q1k2/p5pQ/1p1P1p2/r7/8/5P2/6PP/4RK2 b - - 0 35,d8d6 h7h8 f8f7 h8e8,1004
urtVq,,k7/P1K5/1P4p1/5p1p/7P/6P1/4p3/8 b - - 2 59,e2e1q b6b7 a8a7 b7b8q a7a6 b8b6,1079
urtRa,,r4k2/5ppp/1qp2p2/p1Pp4/P7/8/1PP1QPPP/4R1K1 b - - 0 20,b6b2 e2e7 f8g8 e7e8 a8e8 e1e8,1008
urOFL,,r2R2k1/5p2/p4Pp1/5p1p/1Q2b3/1P6/P3q1PP/3R3K b - - 4 34,a8d8 d1d8 g8h7 d8h8 h7h8 b4f8 h8h7 f8g7,1534
urO9s,,3k4/8/5p1P/3bp3/P2p2R1/2p5/P6R/1rKQ1q2 w - - 10 48,c1b1 f1d1,594
urOP0,,2r1r1k1/1b5p/pn1Np1pP/1p2N3/3P1n1q/3B4/PP2QP2/3RR1K1 w - - 2 25,e2g4 h4h1,1611
urOo3,,5rrk/pp1nq1p1/2pp2RB/4p2n/4P3/3P1P1P/PPPQ1P2/6RK b - - 0 19,e7h4 h6g7 g8g7 d2h6 g7h7 h6f8 d7f8 g6g8,1863
urOc0,,r1b3k1/6pp/p3p1r1/1p1P1pq1/1P2p3/PQ2P3/4NPPP/2R2RK1 w - - 1 23,d5d6 g5g2,644
urO8L,,r4rk1/bp1b2pp/p3pq2/3p1n2/N4P2/3B4/PPPBQ1PP/R4R1K w - - 3 18,a4c3 f5g3 h2g3 f6h6 e2h5 h6h5,1015
uruIX,,1Q3b2/1p1kr1p1/8/3q4/8/6Pp/5P1P/R3R1K1 w - - 0 36,a1d1 e7e1 d1e1 d5g2,930
uruHZ,,8/8/8/8/8/6KQ/8/6kq b - - 1 73,h1e4 h3h2 g1f1 h2f2,1291
uruST,,5rk1/p1p2ppp/q7/2ppPP2/3P4/6Q1/Pr1N1R1K/6R1 b - - 1 24,b2d2 g3g7,667
urutp,,6k1/pp3p1p/3p1RpQ/8/3RP3/8/PP4PP/2r4K w - - 1 28,d4d1 c1d1 f6f1 d1f1,538
uruk3,,8/2B2k2/6p1/pp4Kp/4P2P/1P4P1/Pb6/8 w - - 0 37,c7a5 b2c1 a5d2 c1d2,1500
ursmy,,3r1rk1/p3qp1p/2p1p3/3pNp1P/Q1PP1n2/8/PP3PP1/R4RK1 w - - 3 21,e5c6 f4e2 g1h1 e7h4,1122
urs25,,6k1/p1p2pp1/7p/2pP4/2B1r1q1/1Q6/PP3P1P/R4K2 w - - 5 24,c4d3 g4h3 f1g1 e4g4 g1h1 h3g2,1441
urrrx,,Q4b2/5pk1/6p1/6Kp/5P2/2r5/6PP/8 w - - 2 33,g2g4 f8e7,1633
urs4n,,5knr/r1p3p1/1pQq1p1p/1B1Pp3/1P2P3/6P1/2P2R1P/3R2K1 b - - 3 30,g8e7 c6e8,1274
ursCG,,r4Q1k/p5pp/2bP4/8/2pp4/8/P1q3PP/R1B2RK1 b - - 2 25,a8f8 f1f8,528
urs7k,,2k4r/1bqp1p2/2n1p3/1pp5/4P3/N1PP4/1PBBQPP1/R4RbK w - - 3 24,h1g1 c7h2,749
urrho,,2k3r1/ppp2R2/7p/4p3/4PP2/2q5/P6r/2R2Q1K w - - 0 23,h1h2 c3g3 h2h1 g3h4 f1h3 h4h3,1514
urrJ8,,r6k/1p5p/8/p3p3/P1q4n/3rP3/1BP2P2/R1Q2KR1 w - - 0 31,c2d3 c4d3 f1e1 h4f3,987
urrBi,,r3r1k1/p1pq1ppp/3b2bB/1p1P4/2pQN3/5P2/PPP3PP/R3R1K1 b - - 5 17,g6e4 d4g7,963
urrQQ,,2kr2r1/Bppb1p1p/3bq3/1P1N2n1/2Q5/P3P3/2PP1nPP/R3KBNR b KQ - 0 16,f2h1 d5b6,1441
urrgO,,6rk/R5pp/8/1B2Q3/3P1P2/6P1/1qr2n1P/5RK1 w - - 0 30,a7g7 f2h3 g1h1 c2h2,1500
urrew,,8/p3Q1kp/6p1/1pp5/4R3/2P4P/PP3rPK/5q2 b - - 5 39,g7h6 e4h4,862
ursUB,,r3k2r/5pp1/4p3/1np1P1B1/1p3P1P/3R4/PKP5/3R4 b kq - 3 27,b5c3 d3d8 a8d8 d1d8,640
ursOa,,6k1/6pp/4b3/2npNp2/4n3/2r5/1K1N2PP/R7 b - - 3 24,e4d2 a1a8 e6c8 a8c8,873
ursUG,,r1bq1k1r/pppp3p/1bn2p2/6B1/1PBp2n1/2P2N1P/P3QPP1/RN2K2R b KQ - 0 11,g4f2 g5h6,1137
urslF,,r1bq1bkr/pp5p/5p1B/n1p4Q/3p4/2P5/PP3PPP/RN2R1K1 b - - 5 16,c8d7 h5d5 d7e6 d5e6,1622
ursZG,,2r1k2r/p2nbppP/2p1p3/1q2P2Q/3P1N1P/P1pB4/3pKP2/R6R b k - 3 22,b5b2 h5f7 e8f7 d3g6 f7f8 f4e6,2061
ursL9,,3r1r1k/1R4pp/p3B3/8/Q3p3/6P1/PPP2q1P/1K5R w - - 0 22,e6h3 f2f1 h1f1 f8f1 h3f1 d8d1,2050
ursDU,,r2q1r1k/1b2b3/6QP/pp1n4/3p3P/2P5/PPB2P2/R1B1K1R1 b Q - 0 22,e7f6 g6h7,1221
ursDP,,2k4r/1pp1b1p1/p2p4/5p2/PPPPp1P1/3nP1K1/3BNP1r/RQ3R2 w - - 1 23,b1d3 h8h3 g3f4 h3f3,2043
ursFT,,r1bq3r/p2n1pk1/1p1p1pp1/3P2B1/8/2PB1Q2/PP3RPP/R6K b - - 1 19,f6g5 f3f7 g7h6 f7g6,968
ursKM,,r7/kp4p1/p1b1R1p1/2N5/1Q1P1q2/P7/1P3PPP/6K1 w - - 6 32,e6c6 f4c1 b4e1 c1e1,663
ursGo,,rnb1r1k1/7p/p2qP1p1/1pp3B1/3b2n1/P1N2N2/1P2B1PP/R2Q1RK1 w - - 1 19,f3d4 d6h2,928
urkkS,,1r1qr3/6bQ/p1ppk1p1/3Pp3/2p1P3/2N5/PP6/2K2R2 b - - 0 24,c6d5 h7h3 e6e7 c3d5,2344
urcgd,,1k1n1r2/1pq5/p2b4/3Q2p1/1P1PB3/P3P3/3B3p/1R5K w - - 5 31,b1c1 c7c1 d2c1 f8f1 h1g2 h2h1q,1498
urceM,,3r4/kp4pp/P4p2/8/8/3rq2P/1PQ3P1/R6K b - - 0 26,b7a6 c2c7 a7a8 a1a6 e3a7 c7a7,983
urci1,,r1q2r1k/p3b3/1p2bnQp/3p3N/3P4/P7/1PB2PPP/R4RK1 b - - 2 20,f8g8 g6h6 f6h7 h6h7,1363
urcsP,,3r2k1/1pp2pp1/pb5p/4rq2/Q2P2B1/2P3P1/PP3P1P/R3K2R w KQ - 0 22,d4e5 f5f2,1447
urcp6,,1k1r4/ppp4p/5p2/2P2Np1/1n2Qp2/1K5P/P3BqP1/3R4 b - - 1 26,d8d1 e4e8 d1d8 e8d8,897
urcbD,,1b4k1/p5r1/1p3P1p/PPp5/2Pp2q1/8/1R3QbP/4R1K1 w - - 0 40,f6g7 b8h2 g1h2 g4h3 h2g1 h3h1,1755
urcDj,,2kn3r/1p2qp2/4b3/1P1pP2r/6p1/2PB1QB1/6P1/R4RK1 w - - 0 28,f3f6 e7c5 g3f2 h5h1,1555
urcBC,,1kr5/pp2N3/r1p4p/1q2p2Q/4P3/2pP3P/P1P3P1/K2R1R2 w - - 0 28,d1b1 a6a2 a1a2 b5a4,1173
urcJD,,4rrk1/3Q2pp/4p3/5q2/p1P5/2B4P/PP4P1/4R2K b - - 1 31,a4a3 d7g7,1021
urcVH,,6rk/pp3p1q/2p2Q2/5R1p/4P1r1/3P4/P5P1/5R1K b - - 5 31,h7g7 f5h5,1106
urcP0,,2kr4/p5pp/5p2/2N1b3/2p5/1P5P/P1P1RPP1/6K1 w - - 2 29,b3c4 d8d1 e2e1 d1e1,894
ure8R,,2r3k1/p3pp2/1p4b1/8/4q3/2P5/PP1Q4/2KR3R w - - 2 30,d2d4 e4c2,1505
